college_name,branch,category,year,round,cutoff,college_type,city
Wandre Institute of Technology,Computer Engineering,TFWS,2024,3,74.47,Private,Unknown
Wandre Institute of Technology,Information Technology,OPEN,2023,1,82.58,Private,Unknown
Wandre Institute of Technology,Information Technology,OPEN,2023,2,73.26,Private,Unknown
Wandre Institute of Technology,Information Technology,OPEN,2023,3,72.43,Private,Unknown
Wandre Institute of Technology,Information Technology,OPEN,2024,1,77.93,Private,Unknown
Wandre Institute of Technology,Information Technology,OPEN,2024,2,73.87,Private,Unknown
Wandre Institute of Technology,Information Technology,OPEN,2024,3,73.64,Private,Unknown
Wandre Institute of Technology,Information Technology,SC,2023,1,68.18,Private,Unknown
Wandre Institute of Technology,Information Technology,SC,2023,2,61.66,Private,Unknown
Wandre Institute of Technology,Information Technology,SC,2023,3,62.28,Private,Unknown
Wandre Institute of Technology,Information Technology,SC,2024,1,69.56,Private,Unknown
Wandre Institute of Technology,Information Technology,SC,2024,2,65.76,Private,Unknown
Wandre Institute of Technology,Information Technology,SC,2024,3,62.62,Private,Unknown
Wandre Institute of Technology,Information Technology,ST,2023,1,65.54,Private,Unknown
Wandre Institute of Technology,Information Technology,ST,2023,2,59.89,Private,Unknown
Wandre Institute of Technology,Information Technology,ST,2023,3,61.95,Private,Unknown
Wandre Institute of Technology,Information Technology,ST,2024,1,68.77,Private,Unknown
Wandre Institute of Technology,Information Technology,ST,2024,2,63.55,Private,Unknown
Wandre Institute of Technology,Information Technology,ST,2024,3,62.57,Private,Unknown
Wandre Institute of Technology,Information Technology,VJ,2023,1,71.47,Private,Unknown
Wandre Institute of Technology,Information Technology,VJ,2023,2,66.85,Private,Unknown
Wandre Institute of Technology,Information Technology,VJ,2023,3,62.43,Private,Unknown
Wandre Institute of Technology,Information Technology,VJ,2024,1,69.0,Private,Unknown
Wandre Institute of Technology,Information Technology,VJ,2024,2,65.55,Private,Unknown
Wandre Institute of Technology,Information Technology,VJ,2024,3,59.55,Private,Unknown
Wandre Institute of Technology,Information Technology,NT,2023,1,68.82,Private,Unknown
Wandre Institute of Technology,Information Technology,NT,2023,2,64.81,Private,Unknown
Wandre Institute of Technology,Information Technology,NT,2023,3,56.88,Private,Unknown
Wandre Institute of Technology,Information Technology,NT,2024,1,65.58,Private,Unknown
Wandre Institute of Technology,Information Technology,NT,2024,2,70.2,Private,Unknown
Wandre Institute of Technology,Information Technology,NT,2024,3,59.89,Private,Unknown
Wandre Institute of Technology,Information Technology,OBC,2023,1,71.68,Private,Unknown
Wandre Institute of Technology,Information Technology,OBC,2023,2,64.13,Private,Unknown
Wandre Institute of Technology,Information Technology,OBC,2023,3,66.37,Private,Unknown
Wandre Institute of Technology,Information Technology,OBC,2024,1,74.05,Private,Unknown
Wandre Institute of Technology,Information Technology,OBC,2024,2,70.2,Private,Unknown
Wandre Institute of Technology,Information Technology,OBC,2024,3,63.57,Private,Unknown
Wandre Institute of Technology,Information Technology,EWS,2023,1,75.43,Private,Unknown
Wandre Institute of Technology,Information Technology,EWS,2023,2,69.99,Private,Unknown
Wandre Institute of Technology,Information Technology,EWS,2023,3,64.09,Private,Unknown
Wandre Institute of Technology,Information Technology,EWS,2024,1,76.15,Private,Unknown
Wandre Institute of Technology,Information Technology,EWS,2024,2,71.33,Private,Unknown
Wandre Institute of Technology,Information Technology,EWS,2024,3,67.23,Private,Unknown
Wandre Institute of Technology,Information Technology,TFWS,2023,1,79.01,Private,Unknown
Wandre Institute of Technology,Information Technology,TFWS,2023,2,71.63,Private,Unknown
Wandre Institute of Technology,Information Technology,TFWS,2023,3,73.61,Private,Unknown
Wandre Institute of Technology,Information Technology,TFWS,2024,1,82.56,Private,Unknown
Wandre Institute of Technology,Information Technology,TFWS,2024,2,76.32,Private,Unknown
Wandre Institute of Technology,Information Technology,TFWS,2024,3,75.9,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,OPEN,2023,1,73.5,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,OPEN,2023,2,71.78,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,OPEN,2023,3,68.32,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,OPEN,2024,1,74.89,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,OPEN,2024,2,75.28,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,OPEN,2024,3,67.92,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,SC,2023,1,65.21,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,SC,2023,2,60.86,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,SC,2023,3,55.92,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,SC,2024,1,65.34,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,SC,2024,2,63.38,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,SC,2024,3,60.47,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,ST,2023,1,58.76,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,ST,2023,2,60.18,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,ST,2023,3,54.34,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,ST,2024,1,61.65,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,ST,2024,2,60.84,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,ST,2024,3,55.82,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,VJ,2023,1,65.21,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,VJ,2023,2,60.48,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,VJ,2023,3,59.35,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,VJ,2024,1,68.92,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,VJ,2024,2,66.17,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,VJ,2024,3,59.02,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,NT,2023,1,64.6,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,NT,2023,2,59.96,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,NT,2023,3,57.59,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,NT,2024,1,65.75,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,NT,2024,2,64.72,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,NT,2024,3,60.26,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,OBC,2023,1,67.53,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,OBC,2023,2,65.98,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,OBC,2023,3,62.58,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,OBC,2024,1,68.56,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,OBC,2024,2,59.38,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,OBC,2024,3,64.58,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,EWS,2023,1,73.1,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,EWS,2023,2,66.36,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,EWS,2023,3,64.8,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,EWS,2024,1,76.83,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,EWS,2024,2,73.22,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,EWS,2024,3,63.9,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,TFWS,2023,1,74.4,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,TFWS,2023,2,67.89,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,TFWS,2023,3,66.67,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,TFWS,2024,1,76.14,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,TFWS,2024,2,68.39,Private,Unknown
Wandre Institute of Technology,Electronics and Telecommunication,TFWS,2024,3,71.74,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,OPEN,2023,1,71.15,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,OPEN,2023,2,67.37,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,OPEN,2023,3,63.4,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,OPEN,2024,1,66.93,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,OPEN,2024,2,70.6,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,OPEN,2024,3,63.42,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,SC,2023,1,58.95,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,SC,2023,2,57.27,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,SC,2023,3,53.26,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,SC,2024,1,63.1,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,SC,2024,2,55.34,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,SC,2024,3,56.71,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,ST,2023,1,53.74,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,ST,2023,2,54.69,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,ST,2023,3,49.95,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,ST,2024,1,58.84,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,ST,2024,2,58.0,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,ST,2024,3,54.64,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,VJ,2023,1,59.45,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,VJ,2023,2,54.02,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,VJ,2023,3,51.04,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,VJ,2024,1,63.64,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,VJ,2024,2,58.38,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,VJ,2024,3,53.76,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,NT,2023,1,57.54,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,NT,2023,2,57.6,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,NT,2023,3,57.06,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,NT,2024,1,60.73,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,NT,2024,2,60.12,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,NT,2024,3,52.85,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,OBC,2023,1,63.01,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,OBC,2023,2,61.47,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,OBC,2023,3,53.86,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,OBC,2024,1,64.95,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,OBC,2024,2,60.59,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,OBC,2024,3,56.89,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,EWS,2023,1,61.97,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,EWS,2023,2,59.24,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,EWS,2023,3,59.19,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,EWS,2024,1,66.54,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,EWS,2024,2,64.14,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,EWS,2024,3,62.93,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,TFWS,2023,1,65.44,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,TFWS,2023,2,67.67,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,TFWS,2023,3,59.26,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,TFWS,2024,1,69.95,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,TFWS,2024,2,65.74,Private,Unknown
Wandre Institute of Technology,Electrical Engineering,TFWS,2024,3,61.43,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,OPEN,2023,1,68.9,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,OPEN,2023,2,62.02,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,OPEN,2023,3,61.37,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,OPEN,2024,1,64.69,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,OPEN,2024,2,63.32,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,OPEN,2024,3,57.66,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,SC,2023,1,52.04,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,SC,2023,2,53.2,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,SC,2023,3,49.83,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,SC,2024,1,58.45,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,SC,2024,2,58.92,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,SC,2024,3,48.66,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,ST,2023,1,52.94,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,ST,2023,2,52.31,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,ST,2023,3,46.86,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,ST,2024,1,56.06,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,ST,2024,2,51.72,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,ST,2024,3,49.11,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,VJ,2023,1,54.21,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,VJ,2023,2,54.37,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,VJ,2023,3,51.39,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,VJ,2024,1,57.65,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,VJ,2024,2,56.52,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,VJ,2024,3,51.38,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,NT,2023,1,61.41,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,NT,2023,2,55.64,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,NT,2023,3,52.58,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,NT,2024,1,55.05,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,NT,2024,2,55.09,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,NT,2024,3,50.93,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,OBC,2023,1,57.55,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,OBC,2023,2,56.02,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,OBC,2023,3,52.06,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,OBC,2024,1,59.72,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,OBC,2024,2,59.55,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,OBC,2024,3,52.63,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,EWS,2023,1,61.63,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,EWS,2023,2,57.0,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,EWS,2023,3,53.93,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,EWS,2024,1,63.04,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,EWS,2024,2,62.7,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,EWS,2024,3,54.63,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,TFWS,2023,1,64.52,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,TFWS,2023,2,61.55,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,TFWS,2023,3,55.2,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,TFWS,2024,1,65.33,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,TFWS,2024,2,65.01,Private,Unknown
Wandre Institute of Technology,Mechanical Engineering,TFWS,2024,3,60.96,Private,Unknown
Wandre Institute of Technology,Civil Engineering,OPEN,2023,1,62.24,Private,Unknown
Wandre Institute of Technology,Civil Engineering,OPEN,2023,2,58.94,Private,Unknown
Wandre Institute of Technology,Civil Engineering,OPEN,2023,3,59.45,Private,Unknown
Wandre Institute of Technology,Civil Engineering,OPEN,2024,1,63.64,Private,Unknown
Wandre Institute of Technology,Civil Engineering,OPEN,2024,2,57.96,Private,Unknown
Wandre Institute of Technology,Civil Engineering,OPEN,2024,3,54.72,Private,Unknown
Wandre Institute of Technology,Civil Engineering,SC,2023,1,51.82,Private,Unknown
Wandre Institute of Technology,Civil Engineering,SC,2023,2,48.98,Private,Unknown
Wandre Institute of Technology,Civil Engineering,SC,2023,3,45.96,Private,Unknown
Wandre Institute of Technology,Civil Engineering,SC,2024,1,55.32,Private,Unknown
Wandre Institute of Technology,Civil Engineering,SC,2024,2,54.0,Private,Unknown
Wandre Institute of Technology,Civil Engineering,SC,2024,3,48.09,Private,Unknown
Wandre Institute of Technology,Civil Engineering,ST,2023,1,48.67,Private,Unknown
Wandre Institute of Technology,Civil Engineering,ST,2023,2,49.46,Private,Unknown
Wandre Institute of Technology,Civil Engineering,ST,2023,3,45.37,Private,Unknown
Wandre Institute of Technology,Civil Engineering,ST,2024,1,52.19,Private,Unknown
Wandre Institute of Technology,Civil Engineering,ST,2024,2,49.13,Private,Unknown
Wandre Institute of Technology,Civil Engineering,ST,2024,3,46.23,Private,Unknown
Wandre Institute of Technology,Civil Engineering,VJ,2023,1,50.63,Private,Unknown
Wandre Institute of Technology,Civil Engineering,VJ,2023,2,50.43,Private,Unknown
Wandre Institute of Technology,Civil Engineering,VJ,2023,3,47.56,Private,Unknown
Wandre Institute of Technology,Civil Engineering,VJ,2024,1,53.54,Private,Unknown
Wandre Institute of Technology,Civil Engineering,VJ,2024,2,49.2,Private,Unknown
Wandre Institute of Technology,Civil Engineering,VJ,2024,3,51.05,Private,Unknown
Wandre Institute of Technology,Civil Engineering,NT,2023,1,50.82,Private,Unknown
Wandre Institute of Technology,Civil Engineering,NT,2023,2,50.87,Private,Unknown
Wandre Institute of Technology,Civil Engineering,NT,2023,3,49.07,Private,Unknown
Wandre Institute of Technology,Civil Engineering,NT,2024,1,51.92,Private,Unknown
Wandre Institute of Technology,Civil Engineering,NT,2024,2,51.23,Private,Unknown
Wandre Institute of Technology,Civil Engineering,NT,2024,3,51.29,Private,Unknown
Wandre Institute of Technology,Civil Engineering,OBC,2023,1,54.4,Private,Unknown
Wandre Institute of Technology,Civil Engineering,OBC,2023,2,48.17,Private,Unknown
Wandre Institute of Technology,Civil Engineering,OBC,2023,3,50.94,Private,Unknown
Wandre Institute of Technology,Civil Engineering,OBC,2024,1,56.08,Private,Unknown
Wandre Institute of Technology,Civil Engineering,OBC,2024,2,53.76,Private,Unknown
Wandre Institute of Technology,Civil Engineering,OBC,2024,3,50.69,Private,Unknown
Wandre Institute of Technology,Civil Engineering,EWS,2023,1,59.94,Private,Unknown
Wandre Institute of Technology,Civil Engineering,EWS,2023,2,58.29,Private,Unknown
Wandre Institute of Technology,Civil Engineering,EWS,2023,3,56.16,Private,Unknown
Wandre Institute of Technology,Civil Engineering,EWS,2024,1,62.92,Private,Unknown
Wandre Institute of Technology,Civil Engineering,EWS,2024,2,56.75,Private,Unknown
Wandre Institute of Technology,Civil Engineering,EWS,2024,3,54.52,Private,Unknown
Wandre Institute of Technology,Civil Engineering,TFWS,2023,1,57.55,Private,Unknown
Wandre Institute of Technology,Civil Engineering,TFWS,2023,2,59.8,Private,Unknown
Wandre Institute of Technology,Civil Engineering,TFWS,2023,3,54.35,Private,Unknown
Wandre Institute of Technology,Civil Engineering,TFWS,2024,1,60.3,Private,Unknown
Wandre Institute of Technology,Civil Engineering,TFWS,2024,2,62.85,Private,Unknown
Wandre Institute of Technology,Civil Engineering,TFWS,2024,3,58.44,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,OPEN,2023,1,61.13,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,OPEN,2023,2,53.86,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,OPEN,2023,3,48.86,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,OPEN,2024,1,62.7,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,OPEN,2024,2,55.5,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,OPEN,2024,3,53.6,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,SC,2023,1,52.27,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,SC,2023,2,44.59,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,SC,2023,3,43.56,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,SC,2024,1,48.89,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,SC,2024,2,48.18,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,SC,2024,3,45.46,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,ST,2023,1,46.23,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,ST,2023,2,45.34,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,ST,2023,3,44.46,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,ST,2024,1,51.01,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,ST,2024,2,47.63,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,ST,2024,3,45.16,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,VJ,2023,1,47.46,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,VJ,2023,2,50.41,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,VJ,2023,3,46.07,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,VJ,2024,1,54.65,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,VJ,2024,2,50.44,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,VJ,2024,3,48.73,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,NT,2023,1,48.36,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,NT,2023,2,53.84,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,NT,2023,3,45.96,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,NT,2024,1,53.87,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,NT,2024,2,50.58,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,NT,2024,3,45.32,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,OBC,2023,1,50.62,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,OBC,2023,2,49.7,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,OBC,2023,3,45.04,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,OBC,2024,1,57.36,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,OBC,2024,2,51.9,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,OBC,2024,3,51.03,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,EWS,2023,1,56.56,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,EWS,2023,2,50.4,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,EWS,2023,3,50.56,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,EWS,2024,1,58.63,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,EWS,2024,2,54.07,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,EWS,2024,3,49.25,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,TFWS,2023,1,57.16,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,TFWS,2023,2,55.85,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,TFWS,2023,3,54.03,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,TFWS,2024,1,57.4,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,TFWS,2024,2,55.48,Private,Unknown
Wandre Institute of Technology,Chemical Engineering,TFWS,2024,3,55.49,Private,Unknown
Wandre Institute of Technology,Instrument Technology,OPEN,2023,1,52.33,Private,Unknown
Wandre Institute of Technology,Instrument Technology,OPEN,2023,2,51.71,Private,Unknown
Wandre Institute of Technology,Instrument Technology,OPEN,2023,3,48.99,Private,Unknown
Wandre Institute of Technology,Instrument Technology,OPEN,2024,1,58.04,Private,Unknown
Wandre Institute of Technology,Instrument Technology,OPEN,2024,2,54.09,Private,Unknown
Wandre Institute of Technology,Instrument Technology,OPEN,2024,3,50.47,Private,Unknown
Wandre Institute of Technology,Instrument Technology,SC,2023,1,46.58,Private,Unknown
Wandre Institute of Technology,Instrument Technology,SC,2023,2,44.55,Private,Unknown
Wandre Institute of Technology,Instrument Technology,SC,2023,3,42.1,Private,Unknown
Wandre Institute of Technology,Instrument Technology,SC,2024,1,49.91,Private,Unknown
Wandre Institute of Technology,Instrument Technology,SC,2024,2,46.96,Private,Unknown
Wandre Institute of Technology,Instrument Technology,SC,2024,3,43.22,Private,Unknown
Wandre Institute of Technology,Instrument Technology,ST,2023,1,47.45,Private,Unknown
Wandre Institute of Technology,Instrument Technology,ST,2023,2,47.62,Private,Unknown
Wandre Institute of Technology,Instrument Technology,ST,2023,3,42.62,Private,Unknown
Wandre Institute of Technology,Instrument Technology,ST,2024,1,46.06,Private,Unknown
Wandre Institute of Technology,Instrument Technology,ST,2024,2,41.6,Private,Unknown
Wandre Institute of Technology,Instrument Technology,ST,2024,3,40.85,Private,Unknown
Wandre Institute of Technology,Instrument Technology,VJ,2023,1,47.62,Private,Unknown
Wandre Institute of Technology,Instrument Technology,VJ,2023,2,49.67,Private,Unknown
Wandre Institute of Technology,Instrument Technology,VJ,2023,3,42.07,Private,Unknown
Wandre Institute of Technology,Instrument Technology,VJ,2024,1,52.1,Private,Unknown
Wandre Institute of Technology,Instrument Technology,VJ,2024,2,47.09,Private,Unknown
Wandre Institute of Technology,Instrument Technology,VJ,2024,3,43.01,Private,Unknown
Wandre Institute of Technology,Instrument Technology,NT,2023,1,45.43,Private,Unknown
Wandre Institute of Technology,Instrument Technology,NT,2023,2,44.8,Private,Unknown
Wandre Institute of Technology,Instrument Technology,NT,2023,3,41.3,Private,Unknown
Wandre Institute of Technology,Instrument Technology,NT,2024,1,47.37,Private,Unknown
Wandre Institute of Technology,Instrument Technology,NT,2024,2,43.9,Private,Unknown
Wandre Institute of Technology,Instrument Technology,NT,2024,3,42.93,Private,Unknown
Wandre Institute of Technology,Instrument Technology,OBC,2023,1,47.56,Private,Unknown
Wandre Institute of Technology,Instrument Technology,OBC,2023,2,46.4,Private,Unknown
Wandre Institute of Technology,Instrument Technology,OBC,2023,3,44.19,Private,Unknown
Wandre Institute of Technology,Instrument Technology,OBC,2024,1,48.88,Private,Unknown
Wandre Institute of Technology,Instrument Technology,OBC,2024,2,47.21,Private,Unknown
Wandre Institute of Technology,Instrument Technology,OBC,2024,3,45.23,Private,Unknown
Wandre Institute of Technology,Instrument Technology,EWS,2023,1,53.1,Private,Unknown
Wandre Institute of Technology,Instrument Technology,EWS,2023,2,51.12,Private,Unknown
Wandre Institute of Technology,Instrument Technology,EWS,2023,3,46.23,Private,Unknown
Wandre Institute of Technology,Instrument Technology,EWS,2024,1,53.25,Private,Unknown
Wandre Institute of Technology,Instrument Technology,EWS,2024,2,48.79,Private,Unknown
Wandre Institute of Technology,Instrument Technology,EWS,2024,3,47.72,Private,Unknown
Wandre Institute of Technology,Instrument Technology,TFWS,2023,1,52.37,Private,Unknown
Wandre Institute of Technology,Instrument Technology,TFWS,2023,2,53.02,Private,Unknown
Wandre Institute of Technology,Instrument Technology,TFWS,2023,3,46.79,Private,Unknown
